Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/invocations (batch=128),28,0,3000,3031.732937720205,2711.6692438721657,3291.418708860874,18421.0,0.6565364348879726,0.0,3000,3100,3100,3100,3200,3200,3300,3300,3300,3300,3300
,Aggregated,28,0,3000,3031.732937720205,2711.6692438721657,3291.418708860874,18421.0,0.6565364348879726,0.0,3000,3100,3100,3100,3200,3200,3300,3300,3300,3300,3300
